INDEKS,IDPREDMETA, DOBIJENAOCENA,SKGODINA,OZNAKAROKA,KOLIKOPUTAJEUPISANPREDMET, PROSEK,BROJSESTICA,BROJSEDMICA, BROJOSMICA,BROJDEVETKI, BROJDESETKI
20170449,2019,7,2019,jun1,1,7.96296296296296,3,6,9,7,2
20170449,2025,8,2019,jun1,1,7.96296296296296,3,6,9,7,2
20170133,2017,6,2019,jun1,2,7.31818181818182,6,9,2,4,1
20170375,1882,5,2019,jun1,9,7,6,8,1,1,1
20170375,2376,7,2019,jun1,4,7,6,8,1,1,1
20170224,2017,9,2019,jun1,3,8.9,2,2,6,7,13
20170224,2021,10,2019,jun1,3,8.9,2,2,6,7,13
20170224,2024,10,2019,jun1,1,8.9,2,2,6,7,13
20170224,2026,10,2019,jun1,1,8.9,2,2,6,7,13
20170194,2017,8,2019,jun1,3,8.6,2,4,7,8,9
20170194,2021,10,2019,jun1,3,8.6,2,4,7,8,9
20170193,2020,10,2019,jun1,4,7.35,6,5,6,2,1
20170389,2021,9,2019,jun1,2,8.22222222222222,5,2,7,8,5
20170083,2011,9,2019,jun1,3,7.48,6,8,5,5,1
20170200,2017,7,2019,jun1,1,7.90909090909091,3,6,6,4,3
20170200,2026,5,2019,jun1,2,7.90909090909091,3,6,6,4,3
20170122,2362,8,2019,jun1,3,7.76923076923077,2,4,4,1,2
20170226,2011,8,2019,jun1,6,7.5,5,6,7,3,1
20170464,2017,7,2019,jun1,2,7.46153846153846,6,10,4,4,2
20170464,2025,8,2019,jun1,1,7.46153846153846,6,10,4,4,2
20170456,1885,9,2019,jun1,1,7.66666666666667,5,3,6,1,3
20170456,2383,8,2019,jun1,2,7.66666666666667,5,3,6,1,3
20170186,1885,8,2019,jun1,2,7.55555555555556,4,6,4,2,2
20170186,2360,5,2019,jun1,6,7.55555555555556,4,6,4,2,2
20170378,2019,8,2019,jun1,1,8.25,1,4,13,7,3
20170378,2024,8,2019,jun1,1,8.25,1,4,13,7,3
20170378,2026,8,2019,jun1,1,8.25,1,4,13,7,3
20170276,2021,10,2019,jun1,3,8.11111111111111,4,5,8,4,6
20170276,2025,10,2019,jun1,2,8.11111111111111,4,5,8,4,6
20170276,2329,5,2019,jun1,6,8.11111111111111,4,5,8,4,6
20170267,1881,5,2019,jun1,8,8.22222222222222,3,5,6,9,4
20170267,1900,7,2019,jun1,3,8.22222222222222,3,5,6,9,4
20170267,2376,9,2019,jun1,3,8.22222222222222,3,5,6,9,4
20170021,1883,5,2019,jun1,9,8.13333333333333,1,5,2,5,2
20170021,1900,7,2019,jun1,3,8.13333333333333,1,5,2,5,2
20170021,2166,5,2019,jun1,14,8.13333333333333,1,5,2,5,2
20170424,1878,5,2019,jun1,8,7.5,2,3,1,1,1
20170424,1884,6,2019,jun1,7,7.5,2,3,1,1,1
20170340,2357,5,2019,jun1,4,7.88888888888889,1,7,4,5,1
20170483,1936,6,2019,jun1,3,7.92307692307692,4,7,6,5,4
20170483,1943,8,2019,jun1,3,7.92307692307692,4,7,6,5,4
20170483,2376,7,2019,jun1,3,7.92307692307692,4,7,6,5,4
20170240,1885,10,2019,jun1,2,8.5,4,2,3,5,8
20170240,2392,9,2019,jun1,5,8.5,4,2,3,5,8
20170240,2402,8,2019,jun1,4,8.5,4,2,3,5,8
20170475,2176,8,2019,jun1,2,7.21428571428571,4,6,2,1,1
20170415,2026,10,2019,jun1,1,8.06896551724138,2,7,12,3,5
20170415,2330,8,2019,jun1,2,8.06896551724138,2,7,12,3,5
20170286,1877,7,2019,jun1,5,8.44,1,4,9,5,6
20170286,1881,5,2019,jun1,9,8.44,1,4,9,5,6
20170286,1887,9,2019,jun1,3,8.44,1,4,9,5,6
20170286,1906,9,2019,jun1,2,8.44,1,4,9,5,6
20170286,2365,5,2019,jun1,5,8.44,1,4,9,5,6
20170286,2453,10,2019,jun1,3,8.44,1,4,9,5,6
20170339,2011,7,2019,jun1,2,7.16666666666667,11,4,5,2,2
20170339,2017,6,2019,jun1,2,7.16666666666667,11,4,5,2,2
20170339,2026,5,2019,jun1,2,7.16666666666667,11,4,5,2,2
20170339,2328,6,2019,jun1,5,7.16666666666667,11,4,5,2,2
20170329,2024,8,2019,jun1,2,7.57692307692308,4,9,8,4,1
20170305,2016,5,2019,jun1,4,6.64,15,7,1,1,1
20170305,2019,6,2019,jun1,2,6.64,15,7,1,1,1
20170305,2026,5,2019,jun1,2,6.64,15,7,1,1,1
20170385,1886,10,2019,jun1,1,7.59090909090909,4,8,5,3,2
20170385,1941,6,2019,jun1,2,7.59090909090909,4,8,5,3,2
20170385,1942,5,2019,jun1,2,7.59090909090909,4,8,5,3,2
20170137,2176,9,2019,jun1,1,8.64285714285714,1,1,4,4,4
20170137,2392,7,2019,jun1,4,8.64285714285714,1,1,4,4,4
20170171,1886,8,2019,jun1,2,7,9,2,4,1,1
20170171,1900,6,2019,jun1,3,7,9,2,4,1,1
20170486,2358,9,2019,jun1,7,7.75,2,6,3,4,1
20170240,2431,7,2019,jun1,2,8.5,4,2,3,5,8
20170463,2016,5,2019,jun1,5,7.35294117647059,5,6,3,1,2
20170463,2328,5,2019,jun1,9,7.35294117647059,5,6,3,1,2
20170436,1885,9,2019,jun1,1,7.31578947368421,8,3,4,2,2
20170436,1974,10,2019,jun1,1,7.31578947368421,8,3,4,2,2
20170084,1889,5,2019,jun1,5,7.63157894736842,4,6,3,5,1
20170084,2376,5,2019,jun1,6,7.63157894736842,4,6,3,5,1
20170376,2326,8,2019,jun1,5,7.29411764705882,6,4,4,2,1
20170466,2016,8,2019,jun1,3,7.79166666666667,5,4,7,7,1
20170466,2017,7,2019,jun1,1,7.79166666666667,5,4,7,7,1
20170147,2019,6,2019,jun1,1,7.7,5,10,6,7,2
20170147,2330,7,2019,jun1,2,7.7,5,10,6,7,2
20170147,2331,9,2019,jun1,2,7.7,5,10,6,7,2
20170111,2017,8,2019,jun1,3,7.89285714285714,7,3,7,8,3
20170111,2021,9,2019,jun1,3,7.89285714285714,7,3,7,8,3
20170111,2025,9,2019,jun1,2,7.89285714285714,7,3,7,8,3
20170184,1895,8,2019,jun1,2,8.03846153846154,5,4,6,7,4
20170327,1886,10,2019,jun1,1,7.45,5,7,4,2,2
20170327,1906,5,2019,jun1,2,7.45,5,7,4,2,2
20170327,2360,5,2019,jun1,6,7.45,5,7,4,2,2
20170327,2376,5,2019,jun1,6,7.45,5,7,4,2,2
20170090,2328,6,2019,jun1,3,7.55555555555556,4,7,1,5,1
20170397,2025,7,2019,jun1,2,7.4375,5,4,3,3,1
20170397,2026,5,2019,jun1,4,7.4375,5,4,3,3,1
20170507,1946,5,2019,jun1,5,7.84615384615385,2,4,3,2,2
20170507,2166,5,2019,jun1,11,7.84615384615385,2,4,3,2,2
20170088,2358,5,2019,jun1,9,7.83333333333333,1,2,1,1,1
20170195,2016,5,2019,jun1,5,8.08695652173913,3,3,7,9,1
20170195,2017,8,2019,jun1,3,8.08695652173913,3,3,7,9,1
20170195,2023,5,2019,jun1,5,8.08695652173913,3,3,7,9,1
20170441,2383,10,2019,jun1,3,8.59090909090909,2,2,6,5,7
20170210,2014,5,2019,jun1,4,7.57142857142857,4,2,5,2,1
20170302,1882,5,2019,jun1,5,7.6,1,5,2,1,1
20170006,1894,9,2019,jun1,2,8.22222222222222,5,2,6,10,4
20170006,1942,5,2019,jun1,2,8.22222222222222,5,2,6,10,4
20170060,2021,9,2019,jun1,3,8,5,3,11,9,2
20170060,2026,9,2019,jun1,1,8,5,3,11,9,2
20170435,2026,5,2019,jun1,3,7.46153846153846,9,4,6,6,1
20170435,2331,8,2019,jun1,2,7.46153846153846,9,4,6,6,1
20170107,2020,10,2019,jun1,6,7.38095238095238,7,6,3,3,2
20170107,2024,7,2019,jun1,2,7.38095238095238,7,6,3,3,2
20170107,2328,6,2019,jun1,6,7.38095238095238,7,6,3,3,2
20170039,2010,6,2019,jun1,5,7.38888888888889,7,3,4,2,2
20170039,2328,5,2019,jun1,9,7.38888888888889,7,3,4,2,2
20170335,1892,6,2019,jun1,2,7.96428571428571,4,7,6,8,3
20170335,1894,9,2019,jun1,2,7.96428571428571,4,7,6,8,3
20170335,1900,7,2019,jun1,3,7.96428571428571,4,7,6,8,3
20170335,1942,8,2019,jun1,2,7.96428571428571,4,7,6,8,3
20170335,1943,6,2019,jun1,3,7.96428571428571,4,7,6,8,3
20170025,1588,7,2019,jun1,9,7.10526315789474,8,5,3,2,1
20170025,2331,5,2019,jun1,2,7.10526315789474,8,5,3,2,1
20170151,2016,7,2019,jun1,1,7.3,5,8,4,2,1
20170508,1885,10,2019,jun1,2,8.68,1,2,8,7,7
20170508,2392,9,2019,jun1,4,8.68,1,2,8,7,7
20170508,2402,8,2019,jun1,2,8.68,1,2,8,7,7
20170448,1881,5,2019,jun1,6,7.8125,3,4,5,1,3
20170448,2358,8,2019,jun1,5,7.8125,3,4,5,1,3
20170164,2362,9,2019,jun1,3,8.15,2,6,3,5,4
20170320,1890,5,2019,jun1,5,7.34615384615385,7,11,3,2,3
20170320,1894,7,2019,jun1,2,7.34615384615385,7,11,3,2,3
20170320,1975,6,2019,jun1,2,7.34615384615385,7,11,3,2,3
20170320,2383,8,2019,jun1,2,7.34615384615385,7,11,3,2,3
20170126,1882,5,2019,jun1,9,6.91666666666667,7,2,1,1,1
20170126,2382,10,2019,jun1,3,6.91666666666667,7,2,1,1,1
20170409,1883,5,2019,jun1,9,7.08333333333333,5,4,1,1,1
20170409,1889,5,2019,jun1,4,7.08333333333333,5,4,1,1,1
20170409,1938,5,2019,jun1,6,7.08333333333333,5,4,1,1,1
20170354,2176,10,2019,jun1,2,8.33333333333333,3,2,3,6,4
20170354,2392,9,2019,jun1,4,8.33333333333333,3,2,3,6,4
20170354,2402,9,2019,jun1,3,8.33333333333333,3,2,3,6,4
20170354,2420,6,2019,jun1,6,8.33333333333333,3,2,3,6,4
20170446,1878,5,2019,jun1,8,8.57142857142857,1,1,1,1,3
20170446,1884,5,2019,jun1,9,8.57142857142857,1,1,1,1,3
20170181,1889,5,2019,jun1,6,7.33333333333333,5,5,2,1,2
20170181,2166,5,2019,jun1,10,7.33333333333333,5,5,2,1,2
20170491,2330,5,2019,jun1,10,7.23529411764706,8,2,3,3,1
20170419,2335,8,2019,jun1,2,7.73913043478261,3,8,6,4,2
20170419,2337,7,2019,jun1,3,7.73913043478261,3,8,6,4,2
20170461,2026,7,2019,jun1,1,8.28571428571429,4,4,5,10,5
20170461,2343,9,2019,jun1,2,8.28571428571429,4,4,5,10,5
20170159,2016,5,2019,jun1,6,7.07692307692308,7,2,1,2,1
20170159,2025,7,2019,jun1,3,7.07692307692308,7,2,1,2,1
20170159,2335,10,2019,jun1,1,7.07692307692308,7,2,1,2,1
20170082,2011,5,2019,jun1,9,7.83333333333333,3,5,10,5,1
20170082,2330,8,2019,jun1,5,7.83333333333333,3,5,10,5,1
20170082,2335,8,2019,jun1,1,7.83333333333333,3,5,10,5,1
20170447,2014,5,2019,jun1,11,7.21739130434783,9,5,6,1,2
20170447,2022,6,2019,jun1,3,7.21739130434783,9,5,6,1,2
20170037,1890,8,2019,jun1,3,7.70833333333333,5,4,11,1,3
20170037,1920,6,2019,jun1,2,7.70833333333333,5,4,11,1,3
20170045,2026,5,2019,jun1,3,7.13636363636364,9,5,5,2,1
20170045,2330,5,2019,jun1,5,7.13636363636364,9,5,5,2,1
20170045,2335,10,2019,jun1,1,7.13636363636364,9,5,5,2,1
20170369,2026,7,2019,jun1,1,7.17241379310345,11,8,6,2,2
20170369,2329,7,2019,jun1,6,7.17241379310345,11,8,6,2,2
20170369,2335,10,2019,jun1,1,7.17241379310345,11,8,6,2,2
20170396,2335,10,2019,jun1,1,7.4,6,4,7,2,1
20170396,2341,9,2019,jun1,1,7.4,6,4,7,2,1
20170396,2351,5,2019,jun1,4,7.4,6,4,7,2,1
20170246,2329,5,2019,jun1,13,7.54545454545455,3,2,4,1,1
20171080,2213,6,2019,jun1,2,7.91666666666667,2,2,4,3,1
20170447,2331,5,2019,jun1,6,7.21739130434783,9,5,6,1,2
20170447,2335,10,2019,jun1,1,7.21739130434783,9,5,6,1,2
20170447,2350,9,2019,jun1,3,7.21739130434783,9,5,6,1,2
20170110,2022,8,2019,jun1,3,8.04347826086956,3,2,12,3,3
20170110,2329,5,2019,jun1,8,8.04347826086956,3,2,12,3,3
20170206,2019,6,2019,jun1,2,7.73684210526316,8,1,2,4,4
20170206,2020,5,2019,jun1,5,7.73684210526316,8,1,2,4,4
20170206,2396,9,2019,jun1,1,7.73684210526316,8,1,2,4,4
20170229,2330,5,2019,jun1,8,7.33333333333333,5,4,3,2,1
20180363,2009,7,2019,jun1,3,8.76190476190476,2,3,3,3,10
20180486,1881,9,2019,jun1,5,8.4,1,1,5,7,1
20180486,1889,9,2019,jun1,2,8.4,1,1,5,7,1
20180121,2009,5,2019,jun1,4,7.83333333333333,2,3,3,3,1
20180121,2326,5,2019,jun1,5,7.83333333333333,2,3,3,3,1
20180338,2009,5,2019,jun1,4,8,3,6,4,2,5
20180338,2011,10,2019,jun1,2,8,3,6,4,2,5
20180338,2014,5,2019,jun1,2,8,3,6,4,2,5
20180338,2180,6,2019,jun1,1,8,3,6,4,2,5
20180338,2328,5,2019,jun1,5,8,3,6,4,2,5
20180204,2359,9,2019,jun1,2,7.13333333333333,7,3,2,2,1
20180389,2010,6,2019,jun1,3,7.65,5,5,4,4,2
20180389,2011,5,2019,jun1,2,7.65,5,5,4,4,2
20180389,2180,10,2019,jun1,1,7.65,5,5,4,4,2
20180389,2359,7,2019,jun1,2,7.65,5,5,4,4,2
20180014,2360,8,2019,jun1,2,8.0625,3,2,4,5,2
20180014,2382,10,2019,jun1,2,8.0625,3,2,4,5,2
20180021,1882,5,2019,jun1,5,7.5625,3,5,5,2,1
20180021,1885,10,2019,jun1,2,7.5625,3,5,5,2,1
20180021,2357,5,2019,jun1,2,7.5625,3,5,5,2,1
20180106,1885,10,2019,jun1,2,9.14285714285714,1,1,1,3,8
20180106,2166,5,2019,jun1,7,9.14285714285714,1,1,1,3,8
20180106,2382,10,2019,jun1,2,9.14285714285714,1,1,1,3,8
20180341,2180,8,2019,jun1,2,7.57142857142857,4,3,3,3,1
20180341,2359,9,2019,jun1,2,7.57142857142857,4,3,3,3,1
20180399,2359,9,2019,jun1,2,7.73684210526316,3,7,3,4,2
20180446,2009,6,2019,jun1,3,7.46153846153846,4,4,2,1,2
20180030,1877,5,2019,jun1,6,7.57142857142857,4,2,5,2,1
20180030,2382,9,2019,jun1,2,7.57142857142857,4,2,5,2,1
20180362,1588,6,2019,jun1,4,7.72727272727273,2,4,1,3,1
20180362,2009,5,2019,jun1,6,7.72727272727273,2,4,1,3,1
20180304,1588,8,2019,jun1,7,7.73684210526316,3,5,7,2,2
20180304,2009,7,2019,jun1,3,7.73684210526316,3,5,7,2,2
20180304,2011,5,2019,jun1,5,7.73684210526316,3,5,7,2,2
20180304,2177,9,2019,jun1,1,7.73684210526316,3,5,7,2,2
20180382,1578,9,2019,jun1,7,7.72727272727273,2,3,3,2,1
20180319,2010,7,2019,jun1,3,8.16666666666667,3,4,3,3,5
20180319,2011,5,2019,jun1,5,8.16666666666667,3,4,3,3,5
20180319,2326,5,2019,jun1,6,8.16666666666667,3,4,3,3,5
20180399,2009,5,2019,jun1,4,7.73684210526316,3,7,3,4,2
20180399,2011,9,2019,jun1,2,7.73684210526316,3,7,3,4,2
20180399,2180,10,2019,jun1,1,7.73684210526316,3,7,3,4,2
20180399,2328,7,2019,jun1,2,7.73684210526316,3,7,3,4,2
20180186,1889,9,2019,jun1,2,8.25,1,2,4,3,2
20180072,2011,5,2019,jun1,5,7.16666666666667,6,7,2,2,1
20180072,2180,5,2019,jun1,4,7.16666666666667,6,7,2,2,1
20180072,2327,7,2019,jun1,3,7.16666666666667,6,7,2,2,1
20180031,2020,9,2019,jun1,3,7.47368421052632,4,7,4,3,1
20180031,2180,8,2019,jun1,1,7.47368421052632,4,7,4,3,1
20180031,2327,8,2019,jun1,3,7.47368421052632,4,7,4,3,1
20180023,1877,6,2019,jun1,3,8.07142857142857,3,2,4,1,4
20180023,2360,10,2019,jun1,2,8.07142857142857,3,2,4,1,4
20180023,2382,10,2019,jun1,2,8.07142857142857,3,2,4,1,4
20180265,2011,5,2019,jun1,5,7.75,4,3,8,4,1
20180265,2014,6,2019,jun1,2,7.75,4,3,8,4,1
20180265,2179,9,2019,jun1,1,7.75,4,3,8,4,1
20180447,1877,7,2019,jun1,3,8.83333333333333,1,3,1,6,7
20180447,1882,5,2019,jun1,2,8.83333333333333,1,3,1,6,7
20180447,1889,10,2019,jun1,2,8.83333333333333,1,3,1,6,7
20180447,1906,5,2019,jun1,4,8.83333333333333,1,3,1,6,7
20180447,2357,9,2019,jun1,2,8.83333333333333,1,3,1,6,7
20180447,2360,9,2019,jun1,2,8.83333333333333,1,3,1,6,7
20180187,2357,5,2019,jun1,5,7.54545454545455,3,4,1,1,2
20180178,2011,9,2019,jun1,2,8.4,1,5,2,9,3
20180178,2014,5,2019,jun1,2,8.4,1,5,2,9,3
20180243,1588,8,2019,jun1,6,7.52941176470588,4,6,3,2,2
20180243,2177,7,2019,jun1,1,7.52941176470588,4,6,3,2,2
20180243,2328,5,2019,jun1,4,7.52941176470588,4,6,3,2,2
20180407,1883,8,2019,jun1,3,7.53333333333333,4,4,4,1,2
20180407,1885,10,2019,jun1,2,7.53333333333333,4,4,4,1,2
20180007,2382,10,2019,jun1,2,8,3,3,4,1,4
20180500,2009,5,2019,jun1,2,7.4375,4,6,2,3,1
20180500,2020,5,2019,jun1,5,7.4375,4,6,2,3,1
20180339,2382,5,2019,jun1,2,7.69230769230769,4,1,5,1,2
20180186,1882,5,2019,jun1,4,8.25,1,2,4,3,2
20180186,1884,9,2019,jun1,3,8.25,1,2,4,3,2
20180283,2020,5,2019,jun1,5,7.22222222222222,4,2,1,1,1
20180185,2176,10,2019,jun1,2,8,4,3,5,3,4
20180185,2328,5,2019,jun1,5,8,4,3,5,3,4
20180174,2009,8,2019,jun1,3,8.1,1,6,5,6,2
20180174,2011,5,2019,jun1,5,8.1,1,6,5,6,2
20180467,2009,5,2019,jun1,4,7.8421052631579,5,3,2,8,1
20180467,2180,6,2019,jun1,1,7.8421052631579,5,3,2,8,1
20180012,2172,7,2019,jun1,2,7.92307692307692,2,2,5,3,1
20180407,2358,5,2019,jun1,6,7.53333333333333,4,4,4,1,2
20180127,1878,5,2019,jun1,6,7.75,2,7,3,1,3
20180127,1881,7,2019,jun1,2,7.75,2,7,3,1,3
20180127,1882,5,2019,jun1,4,7.75,2,7,3,1,3
20180127,1886,10,2019,jun1,2,7.75,2,7,3,1,3
20180127,2360,5,2019,jun1,2,7.75,2,7,3,1,3
20180211,2009,5,2019,jun1,6,7.2,4,3,1,1,1
20180211,2014,5,2019,jun1,5,7.2,4,3,1,1,1
20180211,2171,5,2019,jun1,10,7.2,4,3,1,1,1
20180398,2166,5,2019,jun1,8,7.8,1,4,2,2,1
20180398,2358,8,2019,jun1,3,7.8,1,4,2,2,1
20180238,2009,8,2019,jun1,3,7.86666666666667,1,5,5,3,1
20180488,2009,7,2019,jun1,3,8.04761904761905,3,7,3,2,6
20180488,2011,7,2019,jun1,2,8.04761904761905,3,7,3,2,6
20180488,2014,5,2019,jun1,2,8.04761904761905,3,7,3,2,6
20180129,2011,5,2019,jun1,5,7.89473684210526,3,6,2,6,2
20180129,2175,9,2019,jun1,2,7.89473684210526,3,6,2,6,2
20180361,2011,8,2019,jun1,3,8.15,3,3,6,4,4
20180361,2176,10,2019,jun1,2,8.15,3,3,6,4,4
20180361,2359,8,2019,jun1,2,8.15,3,3,6,4,4
20180019,2009,5,2019,jun1,5,7.85714285714286,2,3,5,3,1
20180233,2009,5,2019,jun1,5,7.63157894736842,4,4,7,3,1
20180233,2327,6,2019,jun1,3,7.63157894736842,4,4,7,3,1
20180141,2009,5,2019,jun1,4,7.66666666666667,4,7,1,3,3
20180141,2010,6,2019,jun1,3,7.66666666666667,4,7,1,3,3
20180141,2020,8,2019,jun1,3,7.66666666666667,4,7,1,3,3
20180141,2180,5,2019,jun1,2,7.66666666666667,4,7,1,3,3
20180141,2328,6,2019,jun1,2,7.66666666666667,4,7,1,3,3
20180478,2009,5,2019,jun1,4,6.75,10,3,1,1,1
20180478,2176,7,2019,jun1,2,6.75,10,3,1,1,1
20180478,2177,6,2019,jun1,2,6.75,10,3,1,1,1
20180478,2326,6,2019,jun1,3,6.75,10,3,1,1,1
20180070,2009,6,2019,jun1,3,7.68421052631579,6,3,3,5,2
20180070,2010,6,2019,jun1,3,7.68421052631579,6,3,3,5,2
20180093,1878,7,2019,jun1,3,7.63636363636364,2,3,4,1,1
20180417,2009,9,2019,jun1,2,8.72222222222222,2,2,1,7,6
20180417,2020,9,2019,jun1,2,8.72222222222222,2,2,1,7,6
20180417,2180,10,2019,jun1,1,8.72222222222222,2,2,1,7,6
20180417,2326,6,2019,jun1,2,8.72222222222222,2,2,1,7,6
20180145,1588,6,2019,jun1,6,6.76470588235294,11,2,2,1,1
20180145,2009,5,2019,jun1,4,6.76470588235294,11,2,2,1,1
20180079,2390,8,2019,jun1,1,8.92307692307692,1,1,3,1,7
20180238,2327,8,2019,jun1,3,7.86666666666667,1,5,5,3,1
20180347,2011,9,2019,jun1,2,8.65,2,2,3,7,6
20180347,2014,5,2019,jun1,2,8.65,2,2,3,7,6
20180347,2180,10,2019,jun1,1,8.65,2,2,3,7,6
20180075,2020,8,2019,jun1,3,8,2,4,8,2,3
20180075,2179,10,2019,jun1,2,8,2,4,8,2,3
20180075,2326,5,2019,jun1,6,8,2,4,8,2,3
20180075,2327,9,2019,jun1,4,8,2,4,8,2,3
20180254,1881,5,2019,jun1,2,7.53846153846154,4,2,4,2,1
20180254,1882,5,2019,jun1,5,7.53846153846154,4,2,4,2,1
20180254,1889,8,2019,jun1,2,7.53846153846154,4,2,4,2,1
20180273,2011,5,2019,jun1,5,7.4375,4,4,6,1,1
20180273,2326,5,2019,jun1,5,7.4375,4,4,6,1,1
20180384,2009,7,2019,jun1,3,8.31578947368421,4,2,2,6,5
20180384,2180,9,2019,jun1,1,8.31578947368421,4,2,2,6,5
20180153,2009,5,2019,jun1,5,7.5,4,3,2,1,2
20180153,2326,5,2019,jun1,3,7.5,4,3,2,1,2
20180153,2328,5,2019,jun1,2,7.5,4,3,2,1,2
20180484,2011,7,2019,jun1,1,7.85,3,6,4,5,2
20180484,2176,10,2019,jun1,2,7.85,3,6,4,5,2
20180484,2328,5,2019,jun1,4,7.85,3,6,4,5,2
20180298,2328,5,2019,jun1,5,7.5625,4,5,3,2,2
20180305,2170,7,2019,jun1,3,7.27272727272727,5,2,1,2,1
20180305,2175,9,2019,jun1,3,7.27272727272727,5,2,1,2,1
20180482,2009,5,2019,jun1,6,7.625,3,3,8,1,1
20180482,2020,8,2019,jun1,3,7.625,3,3,8,1,1
20180482,2173,6,2019,jun1,5,7.625,3,3,8,1,1
20180482,2180,6,2019,jun1,1,7.625,3,3,8,1,1
20180419,2020,5,2019,jun1,2,7.66666666666667,2,3,1,2,1
20180349,2009,5,2019,jun1,5,7.22222222222222,4,2,1,1,1
20180493,2009,5,2019,jun1,5,7.21428571428571,6,3,2,2,1
20180493,2175,9,2019,jun1,3,7.21428571428571,6,3,2,2,1
20180493,2326,6,2019,jun1,3,7.21428571428571,6,3,2,2,1
20180431,2009,5,2019,jun1,5,7.38888888888889,5,7,2,2,2
20180431,2020,7,2019,jun1,3,7.38888888888889,5,7,2,2,2
20180024,2009,6,2019,jun1,2,7.75,2,10,1,5,2
20180024,2180,9,2019,jun1,1,7.75,2,10,1,5,2
20180024,2327,9,2019,jun1,1,7.75,2,10,1,5,2
20180033,2014,5,2019,jun1,2,7.5,4,6,7,2,1
20180033,2180,7,2019,jun1,2,7.5,4,6,7,2,1
20180033,2327,8,2019,jun1,3,7.5,4,6,7,2,1
20180183,1889,9,2019,jun1,2,7.85714285714286,2,5,2,3,2
20180183,2357,5,2019,jun1,5,7.85714285714286,2,5,2,3,2
20180297,2009,5,2019,jun1,6,7.41176470588235,5,6,2,2,2
20180297,2020,7,2019,jun1,3,7.41176470588235,5,6,2,2,2
20180297,2327,8,2019,jun1,3,7.41176470588235,5,6,2,2,2
20180297,2359,9,2019,jun1,2,7.41176470588235,5,6,2,2,2
20180061,1878,8,2019,jun1,2,7.18181818181818,5,2,2,1,1
20180061,1883,6,2019,jun1,3,7.18181818181818,5,2,2,1,1
20180131,2179,10,2019,jun1,1,8.42105263157895,1,5,3,5,5
20180131,2326,9,2019,jun1,2,8.42105263157895,1,5,3,5,5
20180131,2327,10,2019,jun1,2,8.42105263157895,1,5,3,5,5
20180067,2358,7,2019,jun1,3,7,7,2,2,1,1
20180441,2009,5,2019,jun1,4,7.58823529411765,4,5,3,4,1
20180441,2020,8,2019,jun1,3,7.58823529411765,4,5,3,4,1
20180441,2180,9,2019,jun1,1,7.58823529411765,4,5,3,4,1
20180441,2326,5,2019,jun1,6,7.58823529411765,4,5,3,4,1
20180441,2327,8,2019,jun1,3,7.58823529411765,4,5,3,4,1
20180394,2014,5,2019,jun1,5,7.7,5,3,6,5,1
20180394,2177,8,2019,jun1,2,7.7,5,3,6,5,1
20180394,2328,5,2019,jun1,5,7.7,5,3,6,5,1
20180271,2009,5,2019,jun1,5,6.94444444444444,9,4,3,1,1
20180271,2011,5,2019,jun1,5,6.94444444444444,9,4,3,1,1
20180271,2326,5,2019,jun1,6,6.94444444444444,9,4,3,1,1
20180266,2016,5,2019,jun1,6,7.6,2,4,1,2,1
20180266,2020,5,2019,jun1,5,7.6,2,4,1,2,1
20180266,2180,10,2019,jun1,1,7.6,2,4,1,2,1
20180176,2017,7,2019,jun1,7,7.42857142857143,5,7,5,3,1
20180176,2335,10,2019,jun1,1,7.42857142857143,5,7,5,3,1
20180176,2341,8,2019,jun1,4,7.42857142857143,5,7,5,3,1
20180465,1878,5,2019,jun1,6,7.83333333333333,1,2,1,1,1
20180465,2169,5,2019,jun1,9,7.83333333333333,1,2,1,1,1
20180244,2328,7,2019,jun1,2,7.5,3,4,2,2,1
20180040,2009,5,2019,jun1,4,7.82352941176471,4,2,6,3,2
20180040,2326,5,2019,jun1,6,7.82352941176471,4,2,6,3,2
20180152,1881,5,2019,jun1,3,7.46666666666667,5,5,1,1,3
20180152,1882,5,2019,jun1,2,7.46666666666667,5,5,1,1,3
20180152,2357,5,2019,jun1,5,7.46666666666667,5,5,1,1,3
20180386,1877,5,2019,jun1,6,7.27272727272727,4,3,2,1,1
20180386,1889,9,2019,jun1,2,7.27272727272727,4,3,2,1,1
20180430,2009,5,2019,jun1,6,7.54545454545455,4,1,3,2,1
20180352,2358,7,2019,jun1,3,7.83333333333333,1,2,1,1,1
20180472,2382,6,2019,jun1,2,7.27272727272727,5,1,3,1,1
20180137,1883,5,2019,jun1,6,8,1,2,5,2,1
20180307,1878,6,2019,jun1,3,7.33333333333333,4,1,2,1,1
20180307,1882,5,2019,jun1,5,7.33333333333333,4,1,2,1,1
20180307,2169,5,2019,jun1,8,7.33333333333333,4,1,2,1,1
20180449,1600,6,2019,jun1,2,7.2,4,3,1,1,1
20180449,1877,5,2019,jun1,4,7.2,4,3,1,1,1
20180449,1882,5,2019,jun1,5,7.2,4,3,1,1,1
20180449,1885,9,2019,jun1,1,7.2,4,3,1,1,1
20180039,2357,5,2019,jun1,5,8.42857142857143,1,2,4,4,3
20180280,1878,5,2019,jun1,3,8,1,3,2,3,1
20180084,2330,10,2019,jun1,2,8.63157894736842,2,2,3,6,6
20180084,2350,8,2019,jun1,2,8.63157894736842,2,2,3,6,6
20180477,2025,9,2019,jun1,3,7.30769230769231,5,2,4,1,1
